id_siswa,usia,jenis_kelamin,jurusan,ipk,beban_mata_kuliah,rata_rata_nilai_mata_kuliah,tingkat_kehadiran,status_studi,login_lms_bulan_lalu,rata_rata_durasi_sesi_menit,tingkat_pengumpulan_tugas,jumlah_partisipasi_forum,tingkat_penyelesaian_video,tingkat_risiko
S491,25,Lainnya,Seni,2.29,6,91.3,0.85,Cuti,19,59,0.52,9,0.53,Tinggi
S492,22,Lainnya,Teknik,3.19,6,79.4,0.76,Cuti,6,10,0.58,16,0.7,Sedang
S493,18,Laki-laki,Bisnis,2.34,5,91.8,0.97,Cuti,28,81,0.57,17,0.53,Tinggi
S494,23,Lainnya,Ilmu Komputer,3.85,5,83.1,0.62,Aktif,28,66,0.79,7,0.78,Tinggi
S495,22,Perempuan,Teknik,2.14,3,73.7,0.68,Aktif,12,25,0.95,6,0.65,Tinggi
S496,24,Laki-laki,Bisnis,2.86,3,92.4,0.83,Lulus,2,37,0.9,8,0.77,Sedang
S497,20,Lainnya,Teknik,3.39,4,69.5,0.85,Cuti,1,31,0.77,9,0.57,Rendah
S498,21,Laki-laki,Ilmu Komputer,2.92,3,69.0,0.62,Aktif,15,50,0.71,11,0.97,Tinggi
S499,18,Perempuan,Ilmu Komputer,2.18,4,80.2,0.76,Cuti,29,85,0.81,14,0.95,Tinggi
S500,21,Perempuan,Seni,3.11,6,70.4,0.86,Cuti,37,28,0.72,14,0.59,Rendah
S501,24,Lainnya,Ilmu Komputer,3.28,3,60.4,0.88,Lulus,5,59,0.62,3,0.67,Rendah
S502,22,Perempuan,Ilmu Komputer,3.41,5,85.9,0.86,Aktif,6,68,0.84,3,0.81,Rendah
S503,22,Laki-laki,Bisnis,2.75,3,80.4,0.73,Aktif,4,78,0.94,0,0.55,Tinggi
S504,25,Perempuan,Seni,3.13,4,77.8,0.64,Cuti,6,43,0.69,11,0.68,Tinggi
S505,24,Laki-laki,Bisnis,2.9,3,98.7,0.77,Cuti,33,48,0.92,1,0.63,Sedang
S506,18,Laki-laki,Teknik,3.34,6,82.8,0.65,Lulus,31,83,0.72,14,0.96,Tinggi
S507,25,Perempuan,Ilmu Komputer,3.17,5,94.5,0.98,Lulus,12,16,0.7,16,0.93,Rendah
S508,20,Lainnya,Teknik,3.05,4,65.6,0.79,Lulus,29,61,0.51,6,0.79,Sedang
S509,25,Perempuan,Bisnis,2.5,5,82.8,0.73,Lulus,24,69,0.85,5,0.76,Tinggi
S510,19,Laki-laki,Ilmu Komputer,2.0,5,94.7,0.91,Lulus,20,61,0.9,11,0.97,Tinggi
S511,18,Laki-laki,Ilmu Komputer,2.35,4,83.3,0.8,Lulus,20,88,0.83,18,0.97,Tinggi
S512,19,Perempuan,Bisnis,2.23,5,88.7,0.72,Cuti,27,33,0.58,0,0.98,Tinggi
S513,24,Lainnya,Bisnis,2.9,5,74.9,0.92,Lulus,19,35,0.55,13,0.56,Sedang
S514,23,Lainnya,Bisnis,3.22,3,63.7,0.95,Cuti,33,19,0.79,3,0.58,Rendah
S515,19,Laki-laki,Bisnis,2.43,5,78.3,0.87,Cuti,4,26,0.7,4,0.84,Tinggi
S516,20,Laki-laki,Bisnis,3.88,5,75.8,0.62,Aktif,17,87,0.71,0,0.77,Tinggi
S517,25,Lainnya,Ilmu Komputer,2.01,5,94.7,0.83,Cuti,38,11,0.98,0,0.51,Tinggi
S518,23,Perempuan,Bisnis,3.54,5,69.8,0.91,Cuti,10,86,0.86,5,0.53,Rendah
S519,25,Laki-laki,Ilmu Komputer,3.25,4,98.7,0.65,Lulus,16,36,0.71,4,0.94,Tinggi
S520,19,Laki-laki,Ilmu Komputer,2.75,6,98.3,0.69,Cuti,21,82,0.51,1,0.93,Tinggi
S521,25,Lainnya,Bisnis,2.1,3,69.9,0.95,Lulus,36,80,0.52,4,0.68,Tinggi
S522,24,Perempuan,Bisnis,3.25,5,73.9,0.61,Lulus,19,57,0.84,8,0.95,Tinggi
S523,23,Lainnya,Seni,2.77,5,95.8,0.9,Lulus,5,83,0.92,18,0.8,Sedang
S524,24,Perempuan,Ilmu Komputer,3.87,4,98.7,0.79,Aktif,33,18,0.85,14,0.9,Sedang
S525,19,Perempuan,Bisnis,3.08,6,77.7,0.78,Lulus,13,32,0.7,12,0.71,Sedang
S526,24,Perempuan,Bisnis,3.88,5,72.8,0.6,Cuti,22,80,0.52,11,0.56,Tinggi
S527,20,Laki-laki,Bisnis,2.44,4,81.0,0.93,Lulus,19,82,0.98,4,0.72,Tinggi
S528,19,Lainnya,Seni,3.45,3,87.5,0.74,Lulus,12,36,0.99,1,0.73,Tinggi
S529,19,Lainnya,Seni,3.23,3,70.9,0.82,Lulus,31,80,0.77,3,0.78,Sedang
S530,19,Perempuan,Teknik,3.48,5,89.5,0.87,Aktif,25,52,0.54,17,0.55,Rendah
S531,18,Laki-laki,Ilmu Komputer,2.43,5,62.1,0.88,Cuti,13,16,0.77,9,1.0,Tinggi
S532,25,Laki-laki,Teknik,3.33,6,62.0,0.98,Aktif,35,72,0.95,12,0.62,Rendah
S533,18,Lainnya,Bisnis,3.0,6,75.5,0.81,Cuti,7,53,0.84,11,0.6,Sedang
S534,18,Laki-laki,Seni,3.49,5,74.1,0.76,Aktif,39,48,0.86,1,0.76,Sedang
S535,20,Laki-laki,Seni,2.65,4,72.6,0.98,Cuti,21,49,0.54,14,0.77,Sedang
S536,23,Perempuan,Teknik,3.78,6,79.6,0.86,Aktif,21,16,0.55,13,0.72,Rendah
S537,25,Laki-laki,Seni,2.17,5,72.8,0.72,Lulus,15,79,0.56,9,0.89,Tinggi
S538,24,Perempuan,Bisnis,3.61,6,67.7,0.65,Aktif,26,34,0.95,7,0.76,Tinggi
S539,22,Lainnya,Seni,3.72,5,72.4,0.94,Aktif,9,68,0.76,14,0.8,Rendah
S540,19,Laki-laki,Teknik,3.63,3,99.0,0.74,Lulus,24,22,0.9,12,0.86,Tinggi
S541,24,Lainnya,Bisnis,3.03,5,76.4,0.86,Lulus,30,71,0.56,7,0.51,Rendah
S542,19,Lainnya,Teknik,2.88,3,77.8,0.79,Cuti,20,17,0.96,13,0.79,Sedang
S543,20,Laki-laki,Seni,3.99,6,83.1,0.68,Cuti,26,54,0.91,0,0.94,Tinggi
S544,19,Laki-laki,Teknik,2.46,5,99.3,0.84,Cuti,16,27,0.61,12,0.51,Tinggi
S545,18,Lainnya,Teknik,3.09,6,69.7,0.62,Aktif,32,69,0.94,7,0.7,Tinggi
S546,25,Laki-laki,Ilmu Komputer,3.34,3,87.3,0.77,Cuti,30,69,0.63,17,0.96,Sedang
S547,22,Perempuan,Seni,3.4,5,88.6,0.82,Aktif,25,11,0.6,8,0.68,Sedang
S548,21,Perempuan,Seni,2.41,6,84.3,0.77,Aktif,20,75,0.63,12,0.73,Tinggi
S549,19,Laki-laki,Teknik,3.31,3,63.5,0.9,Cuti,35,23,0.95,2,0.99,Rendah
S550,24,Lainnya,Ilmu Komputer,3.64,6,87.1,0.93,Cuti,0,57,0.96,17,0.6,Rendah
S551,18,Laki-laki,Seni,2.1,4,62.6,0.91,Aktif,3,65,0.66,9,0.53,Tinggi
S552,21,Laki-laki,Bisnis,3.82,3,83.8,0.62,Lulus,3,21,0.85,4,0.93,Tinggi
S553,22,Lainnya,Teknik,2.06,3,89.6,0.68,Lulus,25,64,0.84,5,0.93,Tinggi
S554,21,Lainnya,Seni,2.71,3,68.4,0.81,Aktif,3,37,0.9,7,0.74,Sedang
S555,18,Perempuan,Bisnis,2.03,5,93.7,0.97,Cuti,8,13,0.65,6,0.76,Tinggi
S556,25,Lainnya,Seni,2.15,5,61.2,0.93,Aktif,29,45,0.76,17,0.92,Tinggi
S557,25,Perempuan,Bisnis,3.82,5,93.8,0.94,Aktif,3,59,0.83,13,0.87,Rendah
S558,23,Lainnya,Teknik,2.71,4,78.4,0.72,Cuti,4,12,0.51,14,0.63,Tinggi
S559,25,Laki-laki,Seni,2.85,4,68.7,0.77,Lulus,22,10,0.69,9,0.51,Sedang
S560,23,Perempuan,Seni,2.43,3,65.4,0.79,Aktif,15,26,0.85,11,0.74,Tinggi
S561,21,Perempuan,Ilmu Komputer,3.19,4,98.1,0.66,Lulus,21,80,0.63,6,0.93,Tinggi
S562,20,Perempuan,Teknik,3.19,6,62.9,0.61,Lulus,36,71,0.98,6,0.95,Tinggi
S563,24,Laki-laki,Bisnis,2.74,3,68.0,0.98,Cuti,7,57,0.52,10,0.98,Sedang
S564,24,Laki-laki,Seni,2.67,3,73.9,0.7,Aktif,32,71,0.98,12,0.94,Tinggi
S565,21,Laki-laki,Seni,3.77,6,84.8,0.7,Aktif,37,78,0.61,14,0.79,Tinggi
S566,19,Laki-laki,Bisnis,2.77,3,81.8,0.63,Lulus,15,28,0.52,17,0.72,Tinggi
S567,19,Laki-laki,Teknik,2.99,4,65.0,0.97,Lulus,4,43,0.65,6,0.89,Sedang
S568,25,Perempuan,Ilmu Komputer,2.57,5,71.6,0.83,Cuti,15,58,0.89,5,0.87,Sedang
S569,24,Laki-laki,Ilmu Komputer,3.57,6,69.6,0.87,Lulus,6,89,0.88,10,0.77,Rendah
S570,24,Perempuan,Seni,2.79,4,68.5,0.96,Cuti,0,56,0.6,7,0.54,Sedang
S571,23,Laki-laki,Bisnis,3.03,6,76.4,0.74,Aktif,8,59,0.6,19,0.96,Tinggi
S572,20,Lainnya,Seni,2.51,6,88.2,0.85,Cuti,17,35,0.82,0,0.73,Sedang
S573,18,Perempuan,Bisnis,3.98,3,68.7,0.62,Lulus,2,65,0.73,7,0.68,Tinggi
S574,19,Lainnya,Ilmu Komputer,2.58,3,74.7,0.67,Aktif,23,87,0.9,7,0.81,Tinggi
S575,24,Perempuan,Teknik,3.54,4,75.6,0.93,Cuti,27,23,0.51,18,0.84,Rendah
S576,23,Lainnya,Bisnis,2.85,6,99.1,0.91,Aktif,9,87,0.81,2,0.61,Sedang
S577,22,Laki-laki,Ilmu Komputer,2.41,3,98.2,0.74,Cuti,8,34,0.87,4,0.92,Tinggi
S578,23,Laki-laki,Seni,3.6,3,92.0,0.75,Lulus,12,13,1.0,2,0.64,Sedang
S579,19,Laki-laki,Bisnis,2.67,6,69.7,0.81,Lulus,34,88,0.84,14,0.59,Sedang
S580,19,Perempuan,Teknik,3.73,4,62.7,0.6,Aktif,22,41,0.62,13,0.7,Tinggi
S581,23,Lainnya,Seni,3.83,4,72.7,0.7,Aktif,16,87,0.55,14,0.87,Tinggi
S582,18,Laki-laki,Seni,3.72,6,70.7,0.68,Aktif,6,74,0.82,16,0.98,Tinggi
S583,21,Lainnya,Ilmu Komputer,2.07,4,80.2,0.7,Cuti,15,70,0.76,17,0.9,Tinggi
S584,19,Lainnya,Bisnis,3.57,3,91.1,0.92,Lulus,39,29,0.95,1,0.97,Rendah
S585,23,Laki-laki,Seni,2.82,6,94.3,0.71,Aktif,35,83,0.86,11,0.57,Tinggi
S586,24,Laki-laki,Teknik,3.75,3,93.8,0.68,Aktif,19,19,0.75,15,0.54,Tinggi
S587,23,Lainnya,Bisnis,3.28,5,74.4,0.8,Aktif,23,43,0.7,3,0.78,Sedang
S588,20,Laki-laki,Teknik,3.67,5,87.5,0.95,Cuti,4,70,0.7,1,0.65,Rendah
S589,21,Laki-laki,Seni,3.0,4,72.5,0.7,Aktif,5,36,0.61,13,0.91,Tinggi
S590,22,Laki-laki,Teknik,3.07,5,62.4,0.63,Aktif,27,49,0.51,10,0.84,Tinggi
S591,18,Perempuan,Ilmu Komputer,2.29,3,88.1,0.74,Cuti,4,74,0.79,12,0.99,Tinggi
S592,25,Lainnya,Teknik,3.57,5,60.4,0.9,Cuti,38,42,0.61,6,0.63,Rendah
S593,22,Lainnya,Bisnis,2.84,3,76.4,0.82,Aktif,37,77,0.6,9,0.74,Sedang
S594,21,Perempuan,Teknik,3.0,4,73.2,0.93,Aktif,1,80,0.56,0,0.75,Rendah
S595,21,Lainnya,Teknik,3.57,4,87.7,0.98,Cuti,38,18,0.59,3,0.62,Rendah
S596,21,Laki-laki,Ilmu Komputer,3.2,3,90.6,0.92,Lulus,20,25,0.52,17,0.8,Rendah
S597,22,Lainnya,Teknik,2.4,5,72.2,0.84,Cuti,39,14,0.84,5,0.72,Tinggi
S598,24,Laki-laki,Teknik,3.18,4,92.5,0.8,Lulus,36,32,0.7,1,0.72,Sedang
S599,21,Perempuan,Seni,2.82,6,71.8,0.62,Aktif,17,52,0.78,2,0.68,Tinggi
S600,23,Laki-laki,Seni,2.94,4,77.9,0.99,Aktif,11,66,0.82,13,0.51,Sedang
S601,22,Lainnya,Bisnis,2.06,5,89.1,0.75,Lulus,16,60,0.99,7,0.76,Tinggi
S602,25,Lainnya,Seni,2.42,6,87.7,0.66,Cuti,36,22,0.53,15,0.67,Tinggi
S603,21,Lainnya,Seni,2.56,5,99.5,0.87,Aktif,37,33,0.71,18,0.5,Sedang
S604,23,Perempuan,Seni,3.43,3,69.0,0.71,Lulus,14,20,0.62,17,0.65,Tinggi
S605,24,Perempuan,Seni,2.02,6,86.5,0.83,Cuti,6,61,0.74,5,0.64,Tinggi
S606,20,Lainnya,Ilmu Komputer,2.82,5,84.4,0.83,Lulus,13,26,0.96,13,0.7,Sedang
S607,24,Laki-laki,Seni,3.85,6,96.6,0.78,Cuti,0,46,0.86,2,0.57,Sedang
S608,25,Perempuan,Ilmu Komputer,2.22,5,66.3,0.93,Cuti,37,22,0.83,15,0.75,Tinggi
S609,21,Lainnya,Ilmu Komputer,3.03,6,90.1,0.71,Cuti,2,71,0.72,0,0.85,Tinggi
S610,25,Lainnya,Seni,3.57,5,82.7,0.78,Cuti,36,17,0.84,11,0.82,Sedang
S611,22,Perempuan,Teknik,3.89,3,71.0,0.82,Lulus,30,65,0.52,13,0.9,Sedang
S612,19,Perempuan,Ilmu Komputer,3.49,6,79.0,0.87,Lulus,12,79,0.79,18,0.73,Rendah
S613,21,Perempuan,Teknik,3.44,6,73.4,0.91,Lulus,17,53,0.78,18,0.76,Rendah
S614,19,Laki-laki,Teknik,3.65,6,83.2,0.76,Lulus,16,69,0.67,8,0.91,Sedang
S615,23,Laki-laki,Seni,2.89,6,95.6,0.86,Lulus,16,50,0.6,6,0.71,Sedang
S616,20,Lainnya,Bisnis,3.61,3,82.8,0.66,Cuti,10,30,0.9,13,0.85,Tinggi
S617,18,Perempuan,Seni,2.02,6,85.3,0.97,Aktif,19,51,0.53,4,0.72,Tinggi
S618,25,Laki-laki,Bisnis,3.85,4,80.7,0.75,Aktif,9,83,0.53,17,0.71,Sedang
S619,24,Perempuan,Bisnis,2.89,3,62.0,0.89,Lulus,28,83,0.72,8,0.88,Sedang
S620,20,Lainnya,Seni,3.11,4,69.3,0.61,Lulus,33,38,0.63,6,0.59,Tinggi
S621,21,Laki-laki,Seni,2.51,6,79.7,0.68,Aktif,16,89,0.87,8,0.67,Tinggi
S622,19,Laki-laki,Bisnis,3.49,5,72.4,0.79,Cuti,12,74,0.82,3,0.61,Sedang
S623,24,Laki-laki,Seni,2.15,4,67.3,0.95,Lulus,38,26,0.89,16,0.68,Tinggi
S624,19,Lainnya,Bisnis,3.75,6,80.2,0.81,Cuti,26,39,0.66,11,0.62,Sedang
S625,22,Perempuan,Teknik,3.66,4,72.9,0.97,Aktif,25,35,0.87,5,0.79,Rendah
S626,19,Laki-laki,Seni,2.43,6,70.3,0.79,Aktif,27,62,0.93,17,0.9,Tinggi
S627,22,Lainnya,Teknik,3.62,6,78.6,0.8,Lulus,12,28,0.67,7,0.89,Sedang
S628,23,Perempuan,Ilmu Komputer,3.57,6,65.3,0.65,Cuti,11,62,0.67,14,0.68,Tinggi
S629,24,Lainnya,Teknik,3.26,5,97.1,0.92,Lulus,27,26,0.95,2,0.99,Rendah
S630,24,Perempuan,Teknik,2.75,4,94.7,0.7,Aktif,1,55,0.52,1,0.8,Tinggi
S631,18,Lainnya,Bisnis,2.54,3,88.3,0.96,Cuti,36,62,0.68,8,0.7,Sedang
S632,21,Perempuan,Teknik,2.46,3,64.2,0.96,Lulus,33,73,0.56,7,0.92,Tinggi
S633,22,Laki-laki,Seni,2.64,3,91.0,0.98,Lulus,22,54,0.51,3,0.86,Sedang
S634,18,Perempuan,Bisnis,3.81,3,92.3,0.81,Lulus,28,58,0.56,1,0.87,Sedang
S635,19,Lainnya,Ilmu Komputer,2.16,6,90.7,0.87,Aktif,34,28,0.72,13,0.6,Tinggi
S636,19,Lainnya,Seni,3.66,4,64.6,0.91,Lulus,10,80,0.84,1,0.73,Rendah
S637,18,Perempuan,Ilmu Komputer,2.7,4,85.8,0.65,Cuti,32,74,0.64,1,0.93,Tinggi
S638,24,Laki-laki,Teknik,3.04,5,93.4,0.84,Lulus,10,46,0.92,6,0.75,Sedang
S639,19,Laki-laki,Seni,3.59,4,83.1,0.61,Aktif,8,79,0.72,11,0.84,Tinggi
S640,25,Perempuan,Seni,3.77,4,85.9,0.8,Lulus,13,35,0.98,5,0.79,Sedang
S641,23,Perempuan,Ilmu Komputer,2.69,4,78.3,0.66,Aktif,8,11,0.98,17,0.92,Tinggi
S642,23,Lainnya,Seni,2.92,5,81.1,0.67,Aktif,38,68,0.89,3,0.64,Tinggi
S643,25,Laki-laki,Seni,2.83,3,61.4,0.75,Cuti,2,14,0.97,18,0.79,Sedang
S644,18,Perempuan,Seni,2.03,4,85.6,0.77,Cuti,28,46,0.85,12,0.56,Tinggi
S645,25,Laki-laki,Teknik,2.59,5,63.3,0.85,Lulus,18,40,0.95,19,0.85,Sedang
S646,22,Perempuan,Ilmu Komputer,2.92,5,77.4,0.63,Aktif,35,85,0.62,1,0.87,Tinggi
S647,22,Perempuan,Seni,2.82,6,71.7,0.8,Aktif,31,57,0.67,7,0.52,Sedang
S648,18,Laki-laki,Bisnis,3.44,5,81.8,0.67,Cuti,6,15,0.88,18,0.84,Tinggi
S649,25,Perempuan,Bisnis,2.77,3,65.3,0.83,Cuti,27,24,0.71,8,0.71,Sedang
S650,22,Perempuan,Bisnis,2.98,4,87.7,0.85,Lulus,17,24,0.92,3,0.56,Sedang
S651,24,Lainnya,Bisnis,2.86,5,91.8,0.82,Aktif,4,70,0.94,15,0.71,Sedang
S652,25,Perempuan,Teknik,3.48,3,66.5,0.9,Cuti,22,25,0.65,18,0.6,Rendah
S653,24,Perempuan,Seni,3.73,5,64.2,0.73,Lulus,21,29,0.91,9,0.71,Tinggi
S654,22,Perempuan,Ilmu Komputer,3.06,5,65.8,0.91,Aktif,25,86,0.58,5,0.69,Rendah
S655,23,Lainnya,Seni,3.58,5,95.1,0.77,Aktif,11,53,0.67,15,0.87,Sedang
S656,22,Laki-laki,Teknik,2.59,5,81.1,0.79,Cuti,39,51,0.76,9,0.89,Sedang
S657,24,Lainnya,Bisnis,3.08,5,78.7,0.86,Lulus,18,55,0.61,12,0.8,Rendah
S658,20,Lainnya,Teknik,2.69,3,64.3,0.61,Cuti,0,43,0.79,8,0.51,Tinggi
S659,21,Laki-laki,Seni,2.83,4,86.0,0.86,Lulus,2,73,0.79,6,0.97,Sedang
S660,19,Lainnya,Ilmu Komputer,3.46,4,94.7,0.85,Aktif,26,38,0.6,3,0.84,Rendah
S661,25,Laki-laki,Teknik,3.76,4,93.1,0.72,Lulus,17,12,0.9,18,0.52,Tinggi
S662,20,Lainnya,Ilmu Komputer,2.24,4,85.0,0.63,Lulus,29,18,0.82,3,0.91,Tinggi
S663,22,Laki-laki,Teknik,3.27,3,63.0,0.64,Lulus,1,84,0.66,18,0.6,Tinggi
S664,23,Perempuan,Ilmu Komputer,3.16,6,64.5,0.97,Lulus,4,84,0.62,18,0.79,Rendah
S665,18,Lainnya,Ilmu Komputer,2.24,6,62.0,0.88,Lulus,28,34,0.94,11,0.73,Tinggi
S666,22,Lainnya,Bisnis,2.42,3,70.3,0.65,Cuti,32,51,0.92,12,0.71,Tinggi
S667,23,Lainnya,Ilmu Komputer,2.62,3,65.4,0.74,Lulus,19,55,0.61,3,0.94,Tinggi
S668,21,Lainnya,Bisnis,2.33,5,70.4,0.84,Lulus,29,82,0.52,9,0.72,Tinggi
S669,22,Perempuan,Seni,2.49,5,75.4,0.93,Aktif,4,68,0.9,6,0.54,Tinggi
S670,24,Lainnya,Seni,2.54,5,97.7,0.62,Lulus,20,30,0.81,4,0.97,Tinggi
S671,18,Perempuan,Bisnis,2.67,4,84.4,0.69,Aktif,14,83,0.55,16,0.96,Tinggi
S672,23,Perempuan,Bisnis,3.5,5,93.4,0.96,Cuti,19,31,0.79,17,0.84,Rendah
S673,23,Perempuan,Teknik,3.14,6,88.4,0.6,Cuti,7,38,0.73,10,0.73,Tinggi
S674,23,Perempuan,Teknik,3.97,4,64.5,0.68,Lulus,30,72,0.89,14,0.55,Tinggi
S675,21,Laki-laki,Teknik,2.83,5,89.4,0.98,Cuti,11,82,0.6,6,0.9,Sedang
S676,22,Laki-laki,Seni,3.51,4,71.0,0.85,Lulus,20,70,0.73,17,0.54,Rendah
S677,21,Lainnya,Teknik,3.74,6,85.6,0.7,Cuti,29,73,0.58,5,0.53,Tinggi
S678,25,Laki-laki,Ilmu Komputer,3.36,5,73.6,0.63,Lulus,26,78,0.98,17,0.77,Tinggi
S679,19,Laki-laki,Ilmu Komputer,2.82,6,99.9,0.61,Lulus,25,49,0.89,15,0.58,Tinggi
S680,19,Lainnya,Teknik,3.51,6,70.5,0.7,Aktif,32,84,0.87,1,0.5,Tinggi
S681,25,Lainnya,Ilmu Komputer,2.41,6,71.2,0.95,Aktif,25,10,0.85,18,0.71,Tinggi
S682,22,Lainnya,Seni,2.66,5,97.2,0.77,Aktif,25,74,0.71,0,0.57,Sedang
S683,24,Laki-laki,Ilmu Komputer,3.09,3,61.0,0.89,Aktif,35,71,0.96,10,0.58,Rendah
S684,21,Laki-laki,Seni,3.15,5,87.9,0.97,Lulus,39,63,0.54,19,0.54,Rendah
S685,18,Lainnya,Bisnis,2.04,6,89.0,0.76,Cuti,0,69,0.9,4,0.6,Tinggi
S686,23,Perempuan,Bisnis,3.89,5,93.5,0.68,Lulus,14,55,0.61,15,0.86,Tinggi
S687,23,Lainnya,Bisnis,3.39,6,99.0,0.81,Aktif,0,14,0.66,0,0.9,Sedang
S688,22,Perempuan,Bisnis,2.99,3,99.0,0.96,Aktif,10,31,0.76,18,0.73,Sedang
S689,24,Perempuan,Ilmu Komputer,3.87,4,62.6,0.92,Cuti,1,62,0.89,13,0.75,Rendah
S690,19,Lainnya,Teknik,2.88,3,92.9,0.63,Aktif,0,79,0.92,2,0.52,Tinggi
S691,19,Lainnya,Ilmu Komputer,3.96,3,85.9,0.88,Lulus,30,41,0.79,1,0.53,Rendah
S692,23,Lainnya,Seni,3.02,4,85.9,0.83,Lulus,15,20,0.7,4,0.63,Sedang
S693,22,Laki-laki,Ilmu Komputer,2.23,5,65.1,0.96,Lulus,21,19,0.97,16,0.77,Tinggi
S694,21,Perempuan,Ilmu Komputer,3.53,4,86.0,0.65,Lulus,17,48,0.62,17,0.87,Tinggi
S695,19,Laki-laki,Seni,3.36,5,99.3,0.81,Lulus,16,40,0.9,0,0.8,Sedang
S696,21,Laki-laki,Bisnis,3.55,5,96.5,0.95,Cuti,29,21,0.81,14,0.7,Rendah
S697,24,Lainnya,Bisnis,3.9,6,77.6,0.76,Lulus,9,89,0.69,8,0.56,Sedang
S698,19,Laki-laki,Bisnis,3.55,6,61.6,0.79,Aktif,34,47,0.5,4,0.89,Sedang
S699,19,Lainnya,Teknik,3.22,4,74.5,0.63,Aktif,20,76,0.72,12,0.68,Tinggi
S700,20,Perempuan,Seni,3.71,3,93.1,0.71,Aktif,15,75,0.64,18,0.87,Tinggi
S701,19,Lainnya,Seni,3.35,4,88.1,0.73,Aktif,5,61,0.55,9,0.76,Tinggi
S702,25,Laki-laki,Ilmu Komputer,2.82,5,78.4,0.98,Cuti,2,14,0.54,19,0.87,Sedang
S703,18,Laki-laki,Teknik,3.77,6,62.2,0.71,Aktif,20,20,0.67,13,0.95,Tinggi
S704,25,Lainnya,Bisnis,2.44,4,77.1,0.78,Cuti,12,34,0.81,11,0.96,Tinggi
S705,22,Lainnya,Teknik,3.43,4,78.8,0.87,Aktif,17,44,0.92,10,0.77,Rendah
S706,22,Laki-laki,Seni,3.76,6,97.1,0.66,Cuti,23,44,0.59,6,0.76,Tinggi
S707,21,Perempuan,Seni,3.46,6,85.6,0.79,Cuti,26,31,0.71,16,0.63,Sedang
S708,25,Perempuan,Ilmu Komputer,3.39,6,72.5,0.9,Cuti,3,46,0.7,17,0.97,Rendah
S709,25,Lainnya,Ilmu Komputer,3.51,5,81.0,0.95,Aktif,21,64,0.76,6,0.73,Rendah
S710,25,Perempuan,Seni,2.93,6,62.6,0.85,Cuti,23,84,0.9,19,0.56,Sedang
S711,24,Laki-laki,Bisnis,3.75,3,98.9,0.87,Lulus,39,81,0.78,5,0.72,Rendah
S712,19,Lainnya,Bisnis,2.41,4,74.4,0.65,Lulus,9,73,0.92,10,0.56,Tinggi
S713,18,Laki-laki,Teknik,2.25,6,79.1,0.98,Aktif,1,29,0.76,11,0.75,Tinggi
S714,21,Laki-laki,Seni,2.57,6,74.2,0.65,Lulus,39,13,0.8,15,0.78,Tinggi
S715,25,Perempuan,Seni,3.06,5,87.3,0.91,Lulus,5,27,0.72,18,0.67,Rendah
S716,25,Lainnya,Bisnis,3.02,5,86.5,0.71,Lulus,17,60,0.91,18,0.54,Tinggi
S717,20,Lainnya,Bisnis,3.64,4,88.6,0.97,Aktif,16,77,0.96,10,0.97,Rendah
S718,21,Perempuan,Seni,2.81,3,70.7,0.89,Aktif,37,29,0.82,15,0.89,Sedang
S719,25,Laki-laki,Ilmu Komputer,2.97,4,72.6,0.9,Lulus,22,18,0.91,11,0.92,Sedang
S720,21,Laki-laki,Seni,2.03,6,65.0,0.69,Aktif,29,89,0.53,7,0.68,Tinggi
S721,19,Laki-laki,Seni,2.82,3,86.2,0.78,Cuti,20,35,0.95,2,0.88,Sedang
S722,20,Laki-laki,Bisnis,3.3,3,61.6,0.85,Lulus,9,34,0.59,1,0.74,Rendah
S723,21,Lainnya,Bisnis,2.03,3,83.9,0.91,Aktif,12,77,0.63,5,0.6,Tinggi
S724,18,Lainnya,Ilmu Komputer,2.56,3,94.8,0.64,Aktif,11,50,0.53,15,0.56,Tinggi
S725,18,Perempuan,Ilmu Komputer,2.42,4,95.6,0.98,Lulus,8,68,0.98,19,0.67,Tinggi
S726,22,Perempuan,Teknik,2.08,5,78.0,0.96,Aktif,3,54,0.93,14,0.57,Tinggi
S727,20,Lainnya,Seni,2.96,5,78.4,0.71,Lulus,38,50,0.96,13,1.0,Tinggi
S728,20,Lainnya,Bisnis,2.36,6,63.1,0.93,Aktif,23,47,0.92,1,0.52,Tinggi
S729,22,Laki-laki,Ilmu Komputer,3.49,5,86.8,0.81,Cuti,33,28,0.74,19,0.72,Sedang
S730,21,Laki-laki,Teknik,3.7,5,92.9,0.78,Lulus,38,23,0.96,17,0.73,Sedang
S731,20,Perempuan,Teknik,3.09,5,69.8,0.73,Cuti,4,30,0.98,13,0.65,Tinggi
S732,18,Lainnya,Bisnis,3.96,5,76.9,0.83,Lulus,14,24,0.75,17,0.79,Sedang
S733,18,Perempuan,Bisnis,2.9,6,93.6,0.89,Aktif,3,12,0.59,1,0.57,Sedang
S734,25,Lainnya,Teknik,3.03,4,95.1,0.76,Cuti,38,46,0.83,0,0.89,Sedang
S735,19,Laki-laki,Ilmu Komputer,3.98,3,69.7,0.85,Aktif,7,55,0.99,19,0.67,Rendah
S736,20,Perempuan,Teknik,2.46,5,82.0,0.88,Lulus,23,25,0.94,1,0.8,Tinggi
S737,21,Perempuan,Seni,3.89,4,67.7,0.88,Lulus,27,23,0.93,8,0.86,Rendah
